symbol,adj growth,wacc,roa,dcf,current price,future price,growth,avg roc,niev,cash,net_margin
TRDA,1.72,0.0362,-0.35,-54271345459.65,18.31,-1738.75,-9596.0,-0.38,-0.09,43.32,-inf
YTRA,-0.1,0.1648,-0.12,-13580020569.71,2.39,-235.22,-9942.0,-0.42,-3.21,0.19,-0.24
VIPS,0.26,0.032,0.08,230427873359.42,11.96,340.09,2744.0,0.15,0.58,0.63,0.04
AVYA,-0.49,0.0028000000000000004,0.05,-59824718948.41,1.25,-711.22,-56998.0,0.06,-0.12,0.45,-0.0
AVYA,-0.49,0.0028000000000000004,0.05,-59824718948.41,1.25,-711.22,-56998.0,0.06,-0.12,0.45,-0.0
BCS,0.46,0.0316,0.0,-720301049815.53,7.82,-171.99,-2299.0,0.02,0.21,0.21,0.31
BCS,0.46,0.0316,0.0,-720301049815.53,7.82,-171.99,-2299.0,0.02,0.21,0.21,0.31
BLUE,0.12,0.0558,-0.61,-118241487079.33,8.49,-1686.58,-19965.0,-0.76,-1.38,1.05,-223.75
BLUE,0.12,0.0558,-0.61,-118241487079.33,8.49,-1686.58,-19965.0,-0.76,-1.38,1.05,-223.75
ASMB,0.18,0.053200000000000004,-0.38,-31764153447.3,1.31,-663.67,-50762.0,-0.41,-2.07,2.84,-20.76
ATNX,0.13,0.12890000000000001,-0.51,-2302771995.7,0.199,-21.06,-10683.0,-0.7,-9.18,0.37,-1.66
ATNX,0.13,0.12890000000000001,-0.51,-2302771995.7,0.199,-21.06,-10683.0,-0.7,-9.18,0.37,-1.66
BFRI,0.82,0.0009,-0.52,-60694644298.19,1.05,-4031.26,-384030.0,-0.72,-2.39,1.77,-1.56
BFRI,0.82,0.0009,-0.52,-60694644298.19,1.05,-4031.26,-384030.0,-0.72,-2.39,1.77,-1.56
UAVS,1.4,0.2792,-0.32,-3590148348.51,0.4343,-47.67,-11076.0,-0.36,-0.92,0.85,-3.08
APLT,0.66,0.1281,-0.96,-2247328466.56,0.9326,-85.73,-9293.0,-1.29,-4.32,2.04,-inf
SYTA,0.31,0.2704,-0.89,-95799171.84,0.1644,-17.9,-10988.0,-1.67,-26.85,0.24,-3.13
TENX,0.6,0.1594,-2.17,-313874066.01,0.1378,-12.45,-9135.0,-3.04,-9.35,3.57,-inf
ATHA,1.03,0.031400000000000004,-0.91,-7087929682.09,3.28,-189.76,-5885.0,-1.76,-0.45,11.9,-inf
ATHA,1.03,0.031400000000000004,-0.91,-7087929682.09,3.28,-189.76,-5885.0,-1.76,-0.45,11.9,-inf
BBD,0.11,0.1734,0.01,-2958067968885.36,2.95,-305.28,-10448.0,0.03,0.81,0.02,0.25
BBD,0.11,0.1734,0.01,-2958067968885.36,2.95,-305.28,-10448.0,0.03,0.81,0.02,0.25
VIRT,-3.03,0.0336,0.04,33889910844.44,21.9,299.48,1267.0,0.1,0.19,0.16,0.18
ZENV,-0.39,0.0375,0.01,-6248269191.97,1.66,-400.93,-24252.0,0.01,-0.68,1.35,-0.07
ACOR,-2.17,0.1264,-0.18,-867021650.76,0.6113,-77.4,-12762.0,-0.2,-15.18,0.84,-0.81
AL,-0.03,0.030299999999999997,0.02,-135023541307.29,39.08,-1184.55,-3131.0,0.02,0.1,1.78,0.21
TTM,-0.14,0.1243,-0.05,-2112276115406.18,26.55,-2758.22,-10489.0,-0.1,-5.63,0.25,-0.04
AHT,0.71,0.0482,-0.07,-14437362642.95,6.44,-426.44,-6722.0,-0.07,-1.22,3.5,-0.33
BBDO,0.0,0.1815,0.01,-2877150570068.44,2.58,-296.93,-11609.0,0.03,0.85,0.02,0.0
BBDO,0.0,0.1815,0.01,-2877150570068.44,2.58,-296.93,-11609.0,0.03,0.85,0.02,0.0
ATXS,1.04,0.0796,-0.9,-13747609882.54,10.89,-1056.74,-9804.0,-0.99,-1.38,16.63,-inf
ATXS,1.04,0.0796,-0.9,-13747609882.54,10.89,-1056.74,-9804.0,-0.99,-1.38,16.63,-inf
ATHM,-0.04,0.0311,0.14,210315747470.84,30.62,1682.8,5396.0,0.18,0.59,1.06,0.31
ATHM,-0.04,0.0311,0.14,210315747470.84,30.62,1682.8,5396.0,0.18,0.59,1.06,0.31
UFAB,-0.8,0.043899999999999995,-0.04,-402227813.1,0.561,-34.28,-6211.0,-0.09,-1.06,0.01,-0.06
BJ,0.39,0.0375,0.06,23715010457.42,70.81,174.42,146.0,0.09,0.04,0.02,0.03
BJ,0.39,0.0375,0.06,23715010457.42,70.81,174.42,146.0,0.09,0.04,0.02,0.03
XFOR,0.27,0.0417,-1.23,-3660381790.02,1.38,-130.14,-9530.0,-4.53,-2.29,5.83,-inf
VRM,0.43,0.0169,-0.19,-74041349497.93,1.16,-540.81,-46722.0,-0.31,-2.34,1.37,-0.12
ASTR,1.02,0.025099999999999997,-1.28,-32012031571.14,0.5357,-158.42,-29673.0,0.27,-1.86,7.98,-inf
ASTR,1.02,0.025099999999999997,-1.28,-32012031571.14,0.5357,-158.42,-29673.0,0.27,-1.86,7.98,-inf
TOPS,-0.11,0.0483,-0.03,-4438494695.07,4.44,-111.43,-2610.0,-0.03,0.05,0.02,0.15
ATNI,-0.15,0.0371,-0.0,-2413491304.12,49.37,-152.52,-409.0,-0.01,-0.03,0.36,-0.04
ATNI,-0.15,0.0371,-0.0,-2413491304.12,49.37,-152.52,-409.0,-0.01,-0.03,0.36,-0.04
ZIP,-5.2,0.0078000000000000005,0.12,-166000984652.59,16.47,-1921.38,-11766.0,0.16,0.0,1.78,0.0
CBIO,0.32,0.0746,-0.74,-3763035205.63,0.55,-119.8,-21882.0,-0.97,-5.09,3.13,-11.98
CBIO,0.32,0.0746,-0.74,-3763035205.63,0.55,-119.8,-21882.0,-0.97,-5.09,3.13,-11.98
BGS,-0.07,0.0377,0.03,-184328830.01,12.99,-2.84,-122.0,0.04,0.08,0.14,0.03
BGS,-0.07,0.0377,0.03,-184328830.01,12.99,-2.84,-122.0,0.04,0.08,0.14,0.03
WKSP,1.6,0.08349999999999999,-1.19,-4316965319.87,1.51,-255.87,-17045.0,0.41,-0.31,15.9,-26.0
BZ,0.34,0.0916,-0.18,30057885374.54,19.54,73.49,276.0,-0.32,-0.13,4.07,-0.25
BZ,0.34,0.0916,-0.18,30057885374.54,19.54,73.49,276.0,-0.32,-0.13,4.07,-0.25
ZEV,1.12,0.051399999999999994,-0.89,-62307985470.11,0.5867,-831.26,-141784.0,-0.52,-2.29,11.69,-4.8
UNAM,1.15,0.0605,-0.06,-1550834315.93,1.22,-292.34,-24062.0,-0.22,-0.88,0.16,-0.17
BNTC,-0.71,0.105,-1.07,-306865805.75,0.19,-37.55,-19863.0,-1.65,-11.73,1.6,-249.42
BNTC,-0.71,0.105,-1.07,-306865805.75,0.19,-37.55,-19863.0,-1.65,-11.73,1.6,-249.42
VIRX,1.35,0.057800000000000004,-0.96,-30824197761.28,2.12,-826.13,-39068.0,1.37,-1.45,11.4,-inf
BRLI,2.97,0.09140000000000001,-0.06,-12357108635.46,10.62,-2022.11,-19141.0,-2.73,-0.01,0.15,-inf
BRLI,2.97,0.09140000000000001,-0.06,-12357108635.46,10.62,-2022.11,-19141.0,-2.73,-0.01,0.15,-inf
BSMX,-0.02,0.1702,0.01,-1747594566228.31,5.97,-1289.66,-21702.0,0.06,1.98,0.03,0.27
BSMX,-0.02,0.1702,0.01,-1747594566228.31,5.97,-1289.66,-21702.0,0.06,1.98,0.03,0.27
YNDX,-0.31,0.0748,0.06,-1753164849318.65,18.94,-5430.11,-28770.0,0.07,-2.16,0.71,-0.04
AYLA,0.45,0.027999999999999997,-0.71,-2943902490.37,0.59,-211.26,-35907.0,-0.88,-4.9,5.71,-11.48
AYLA,0.45,0.027999999999999997,-0.71,-2943902490.37,0.59,-211.26,-35907.0,-0.88,-4.9,5.71,-11.48
AMPY,2.15,0.1362,-0.31,-68247047567.83,8.3,-1794.88,-21725.0,-0.37,-0.1,0.11,-0.1
ZIVO,-0.09,0.0319,-27.28,-436897131.99,2.7076,-46.38,-1813.0,0.33,-0.36,3.02,-inf
TCDA,0.2,0.09480000000000001,-0.67,-3573068126.91,0.2462,-64.83,-26432.0,-0.77,-13.01,0.72,-inf
AFIB,0.27,0.0217,-1.0,-10425835658.38,0.94,-372.98,-39779.0,-11.7,-4.48,1.3,-6.82
CDAY,3.24,0.1134,-0.0,-2420108893598.14,69.72,-15992.15,-23038.0,-0.0,-0.01,0.1,-0.07
CDAY,3.24,0.1134,-0.0,-2420108893598.14,69.72,-15992.15,-23038.0,-0.0,-0.01,0.1,-0.07
VAXX,1.42,0.1429,-3.51,-30472078926.08,2.04,-273.24,-13494.0,-1.3,-0.54,5.27,-2078.41
WEJO,1.24,0.041100000000000005,-1.6,-43430985471.89,0.9685,-462.28,-47832.0,30.16,-2.39,1.83,-84.87
TM,0.1,0.017,0.04,-12156340733823.97,146.53,-8772.9,-6087.0,0.06,14.04,0.2,0.09
BLBX,1.58,0.0513,-4.17,-2110555990.46,0.4201,-163.29,-38969.0,0.51,-0.48,0.83,-0.43
BLBX,1.58,0.0513,-4.17,-2110555990.46,0.4201,-163.29,-38969.0,0.51,-0.48,0.83,-0.43
YI,0.16,0.0501,-0.23,-7893683700263.86,2.88,-95249.91,-3307389.0,-0.47,-2.81,0.31,-0.05
BLPH,-1.15,0.0455,-0.5,-1031197879.12,1.02,-108.47,-10734.0,-0.89,-1.83,4.9,-inf
BLPH,-1.15,0.0455,-0.5,-1031197879.12,1.02,-108.47,-10734.0,-0.89,-1.83,4.9,-inf
BTCS,1.52,0.252,-4.94,-3105228172.39,1.0501,-302.2,-28877.999999999996,2.1,-1.49,0.7,-13.23
BTCS,1.52,0.252,-4.94,-3105228172.39,1.0501,-302.2,-28877.999999999996,2.1,-1.49,0.7,-13.23
TC,0.33,0.0398,-0.3,-5119193533.62,0.9692,-253.22,-26227.0,-0.44,-5.2,0.42,-0.29
WINT,0.36,0.056799999999999996,-0.4,-3871930864.85,0.188,-136.97,-72956.0,-0.43,-12.73,4.54,-inf
BALY,2.4,0.0655,0.03,-444595389965.46,24.63,-8178.21,-33304.0,0.04,-0.05,0.36,-0.05
BALY,2.4,0.0655,0.03,-444595389965.46,24.63,-8178.21,-33304.0,0.04,-0.05,0.36,-0.05
CCM,0.04,0.029300000000000003,-0.06,-85220617729.05,1.52,-1962.83,-129233.99999999999,-0.07,-4.11,0.2,-0.56
CCM,0.04,0.029300000000000003,-0.06,-85220617729.05,1.52,-1962.83,-129233.99999999999,-0.07,-4.11,0.2,-0.56
BIG,0.32,0.0379,0.09,-848235324.44,18.19,-27.77,-252.99999999999997,0.12,0.32,0.05,0.03
BIG,0.32,0.0379,0.09,-848235324.44,18.19,-27.77,-252.99999999999997,0.12,0.32,0.05,0.03
CEA,-1.0,0.031400000000000004,-0.02,-566086178343.95,18.1075,-1499.61,-8382.0,-0.02,-0.98,0.15,-0.18
CEA,-1.0,0.031400000000000004,-0.02,-566086178343.95,18.1075,-1499.61,-8382.0,-0.02,-0.98,0.15,-0.18
TAL,1.69,0.0126,-0.04,-1361547781008.38,5.69,-2111.32,-37206.0,-0.04,-0.31,1.81,-0.26
XIN,0.42,0.0008,-0.01,326351798094.35,4.48,4974.67,110942.0,-0.06,-1.42,0.09,-0.27
CD,-0.27,0.0674,-0.03,-152634560525.24,7.6,-420.77,-5636.0,-0.03,0.11,1.02,0.11
CD,-0.27,0.0674,-0.03,-152634560525.24,7.6,-420.77,-5636.0,-0.03,0.11,1.02,0.11
BBBY,1.21,0.030299999999999997,-0.06,-118708425401.99,3.6,-1174.63,-32729.000000000004,-0.09,-1.54,0.21,-0.07
BBBY,1.21,0.030299999999999997,-0.06,-118708425401.99,3.6,-1174.63,-32729.000000000004,-0.09,-1.54,0.21,-0.07
USEG,2.12,0.0849,-0.18,-4605791082.93,2.6,-984.92,-37982.0,-0.22,-0.15,1.61,-0.29
BNS,0.05,0.0528,0.01,-35551100180411.96,51.21,-29243.08,-57204.0,0.05,0.15,0.0,0.33
BNS,0.05,0.0528,0.01,-35551100180411.96,51.21,-29243.08,-57204.0,0.05,0.15,0.0,0.33
BEPC,-3.94,0.008,-0.01,-2394042261663.42,32.7,-13902.36,-42615.0,-0.01,0.17,0.05,0.28
BEPC,-3.94,0.008,-0.01,-2394042261663.42,32.7,-13902.36,-42615.0,-0.01,0.17,0.05,0.28
VTSI,-4.69,0.0687,0.04,-22658821990.22,4.72,-2096.66,-44521.0,0.06,0.05,2.61,0.1
VLTA,1.22,0.022099999999999998,-0.46,-62689844843.61,0.5171,-411.6,-79698.0,-0.66,-3.3,2.73,-8.56
BHG,1.28,0.0483,,-234006381090.66,0.9803,-372.29,-38077.0,,-1.92,0.46,-0.29
BHG,1.28,0.0483,,-234006381090.66,0.9803,-372.29,-38077.0,,-1.92,0.46,-0.29
BMA,0.18,0.46090000000000003,0.04,-270502897731.8,14.24,-4233.22,-29827.999999999996,0.14,29.81,0.29,0.14
BMA,0.18,0.46090000000000003,0.04,-270502897731.8,14.24,-4233.22,-29827.999999999996,0.14,29.81,0.29,0.14
AYRO,0.75,0.027200000000000002,-1.27,-2718886408.54,0.5887,-73.75,-12628.0,-13.44,-1.52,17.99,-12.33
AYRO,0.75,0.027200000000000002,-1.27,-2718886408.54,0.5887,-73.75,-12628.0,-13.44,-1.52,17.99,-12.33
ZEPP,-0.07,0.0458,0.07,-15593698867.1,1.34,-247.7,-18585.0,0.13,1.63,0.68,0.02
ANGI,1.93,0.0959,0.01,-102203591112.17,2.37,-1271.6,-53754.0,0.01,-0.06,1.55,-0.04
TXG,3.29,0.1288,-0.4,-1887098546735.43,38.97,-20604.66,-52973.0,-0.5,-0.01,5.32,-0.12
TAK,1.44,0.0305,0.01,149342893578841.47,14.82,47940.68,323386.0,0.02,4.98,0.4,0.06
AZUL,1.27,0.1507,-0.27,-556548595929.59,6.82,-4829.81,-70918.0,-0.7,-5.36,0.26,-0.42
AZUL,1.27,0.1507,-0.27,-556548595929.59,6.82,-4829.81,-70918.0,-0.7,-5.36,0.26,-0.42
VTYX,2.51,0.019,-42.56,-904375369645.38,28.98,-17980.88,-62146.0,13.12,-0.06,5.76,-inf
TUEM,-2.11,0.0323,-0.13,-4610115782.58,3.5999,-53.75,-1593.0,-0.21,-0.19,0.06,-0.08
ALHC,2.36,0.0085,-0.2,-1539291926290.44,12.9,-8220.87,-63828.0,-0.42,-0.08,2.79,-0.17
BRP,3.27,0.10279999999999999,-0.01,-1115500005653.08,30.53,-19593.48,-64278.0,-0.01,-0.01,0.26,-0.05
BRP,3.27,0.10279999999999999,-0.01,-1115500005653.08,30.53,-19593.48,-64278.0,-0.01,-0.01,0.26,-0.05
TGI,2.79,0.1065,-0.08,-539554640320.91,11.93,-8350.78,-70098.0,-0.12,-0.06,0.4,-0.03
VAPO,0.08,0.0406,-0.38,-3190183585.1,1.62,-122.36,-7653.0,-0.46,-1.42,1.32,-0.53
BVN,2.45,0.0956,-0.02,-1551082276901.26,8.33,-6106.94,-73413.0,-0.03,-0.12,0.45,-0.29
BVN,2.45,0.0956,-0.02,-1551082276901.26,8.33,-6106.94,-73413.0,-0.03,-0.12,0.45,-0.29
USAS,1.58,0.1388,-0.26,-60485554318.76,0.5538,-367.95,-66541.0,-0.33,-1.72,0.06,-3.52
TCRX,0.59,0.0455,-0.35,-3071718903.69,2.2583,-164.93,-7403.0,-0.46,-0.91,7.56,-4.79
BVXV,1.62,0.1748,-0.56,-14920904811.29,9.801,-807.57,-8340.0,-0.5,-0.22,7.5,-inf
BVXV,1.62,0.1748,-0.56,-14920904811.29,9.801,-807.57,-8340.0,-0.5,-0.22,7.5,-inf
AER,-1.22,0.0409,0.01,37012155344.46,61.25,151.14,147.0,0.01,0.07,0.41,0.22
BIVI,2.64,0.1866,-7.95,-147750659289.14,5.49,-5918.93,-107913.00000000001,-6.95,-0.19,4.47,-inf
BIVI,2.64,0.1866,-7.95,-147750659289.14,5.49,-5918.93,-107913.00000000001,-6.95,-0.19,4.47,-inf
WBEV,1.54,0.2364,-0.27,-3389683306.66,0.207,-257.59,-124540.00000000001,-0.92,-5.38,0.2,-0.2
TISI,1.25,0.1117,-0.17,-26146917414.88,0.7261,-843.99,-116335.99999999999,-0.22,-8.27,0.35,-0.21
VBLT,0.1,0.0436,-0.44,-1264013063.12,0.153,-18.24,-12022.0,-0.53,-2.82,2.21,-38.96
ZVIA,2.35,0.0387,-0.23,-301918653586.01,4.56,-4678.73,-102704.0,-0.3,-0.16,2.11,-0.35
CAL,-4.88,0.0836,-0.03,-1631388456059.8,22.31,-42829.95,-192076.0,-0.06,0.16,0.03,0.05
CAL,-4.88,0.0836,-0.03,-1631388456059.8,22.31,-42829.95,-192076.0,-0.06,0.16,0.03,0.05
CAJ,0.17,0.0208,0.04,24840593076060.46,23.01,23753.4,103131.0,0.05,8.92,0.38,0.06
CAJ,0.17,0.0208,0.04,24840593076060.46,23.01,23753.4,103131.0,0.05,8.92,0.38,0.06
AENZ,1.92,0.0788,-0.05,-226736928979.54,2.52,-1300.22,-51696.0,-0.09,-0.35,0.41,-0.04
BOWL,3.69,0.0236,-0.04,-4181137308897.99,13.66,-23844.66,-174658.0,-0.04,-0.01,1.11,-0.03
BOWL,3.69,0.0236,-0.04,-4181137308897.99,13.66,-23844.66,-174658.0,-0.04,-0.01,1.11,-0.03
AINC,2.46,0.0697,-0.1,-68639497042.82,14.3049,-22708.23,-158844.0,-0.12,-0.23,0.33,-0.05
BTTX,1.82,0.042,-0.99,-55341056474.52,1.49,-2344.99,-157482.0,-1.1,-1.15,8.57,-inf
BTTX,1.82,0.042,-0.99,-55341056474.52,1.49,-2344.99,-157482.0,-1.1,-1.15,8.57,-inf
APWC,0.35,0.039900000000000005,-0.0,-2811717097.23,1.3264,-203.46,-15438.999999999998,-0.0,-0.14,0.27,-0.01
AUD,-0.28,0.0381,-0.07,-3695633574.95,0.3059,-26.89,-8890.0,-0.07,-0.08,0.25,-0.0
AUD,-0.28,0.0381,-0.07,-3695633574.95,0.3059,-26.89,-8890.0,-0.07,-0.08,0.25,-0.0
BBAR,-2.12,0.5576,0.02,-1205608875594.54,3.08,-5903.48,-191771.0,0.06,33.68,0.1,0.13
BBAR,-2.12,0.5576,0.02,-1205608875594.54,3.08,-5903.48,-191771.0,0.06,33.68,0.1,0.13
TEO,-0.86,0.0327,0.0,2971296226432.66,4.71,6898.15,146358.0,0.0,4.27,0.12,0.02
AGFY,1.92,0.0096,-0.64,-77850199192.32,1.03,-3659.92,-355432.0,2.08,-1.48,0.28,-0.54
BA,3.56,0.09539999999999998,-0.01,-285360787988389.94,182.87,-485556.01,-265620.0,0.0,-0.04,0.1,-0.07
BA,3.56,0.09539999999999998,-0.01,-285360787988389.94,182.87,-485556.01,-265620.0,0.0,-0.04,0.1,-0.07
ABSI,2.42,0.047400000000000005,-0.25,-727528564521.11,2.65,-7857.4,-296606.0,-0.28,-0.41,7.46,-21.11
ADSE,2.47,0.0342,-0.33,-775079671375.36,5.22,-15880.21,-304319.0,-0.61,-0.34,3.34,-2.65
CCCS,3.5,0.0076,,-26773496070582.88,9.15,-44349.23,-484791.0,,-0.05,1.34,-0.36
CCCS,3.5,0.0076,,-26773496070582.88,9.15,-44349.23,-484791.0,,-0.05,1.34,-0.36
CAN,-4.59,0.2248,-0.2,-2671037189845.92,2.62,-15643.15,-597167.0,-0.22,4.45,1.29,0.4
CAN,-4.59,0.2248,-0.2,-2671037189845.92,2.62,-15643.15,-597167.0,-0.22,4.45,1.29,0.4
ADN,2.89,0.023399999999999997,-0.71,-541830052441.56,2.09,-10571.55,-505916.0,0.65,-0.19,4.23,-2.9
TIGO,-4.9,0.0696,0.01,-8574281807088.72,13.65,-85576.8,-627036.0,0.01,0.43,0.2,0.13
ASTL,-4.31,0.0348,,-4037668777077.28,6.84,-36026.81,-526808.0,,1.12,1.7,0.23
ASTL,-4.31,0.0348,,-4037668777077.28,6.84,-36026.81,-526808.0,,1.12,1.7,0.23
BCH,0.11,0.0738,0.01,-100511180065658.05,19.0,-198998.55,-1047461.0,0.05,82.63,0.05,0.43
BCH,0.11,0.0738,0.01,-100511180065658.05,19.0,-198998.55,-1047461.0,0.05,82.63,0.05,0.43
WISA,-0.19,0.0308,-4.26,-768605681.43,0.1109,-48.63,-43950.0,-6.69,-6.74,4.42,-1.81
TIL,2.66,0.0079,-0.35,-2678615944372.39,1.25,-20776.22,-1662198.0,-0.4,-0.97,0.91,-inf
BLZE,2.66,0.08259999999999999,-0.09,-229802884932.74,4.85,-29088.97,-599873.0,-0.22,-0.15,2.33,-0.32
BLZE,2.66,0.08259999999999999,-0.09,-229802884932.74,4.85,-29088.97,-599873.0,-0.22,-0.15,2.33,-0.32
TCMD,3.94,0.0751,0.02,-1853004899431.04,9.39,-93477.52,-995601.0,0.02,-0.06,0.82,-0.06
UFI,-5.87,0.064,-0.01,-1784256372390.58,8.76,-96295.34,-1099362.0,-0.01,0.09,0.49,0.02
BRT,-6.17,0.0828,0.02,-4870713775171.62,20.59,-267087.46,-1297271.0,0.02,0.08,1.88,0.9
BRT,-6.17,0.0828,0.02,-4870713775171.62,20.59,-267087.46,-1297271.0,0.02,0.08,1.88,0.9
BLX,1.44,0.039599999999999996,0.01,-23184157530.3,16.28,-744.1,-4671.0,0.02,0.1,0.23,0.62
BLX,1.44,0.039599999999999996,0.01,-23184157530.3,16.28,-744.1,-4671.0,0.02,0.1,0.23,0.62
BMEA,3.43,0.0279,-1.61,-3387005595454.25,6.96,-116613.15,-1675575.9999999998,18.91,-0.21,31.43,-inf
BMEA,3.43,0.0279,-1.61,-3387005595454.25,6.96,-116613.15,-1675575.9999999998,18.91,-0.21,31.43,-inf
VLD,3.54,0.0392,-0.6,-10065469925468.98,2.12,-54953.32,-2592238.0,-1.2,-0.28,4.45,-3.9
ACB,2.43,0.2021,-0.77,-5408624621040.02,1.4,-27284.87,-1949018.9999999998,-0.87,-6.19,3.01,-7.76
CDRE,-7.24,0.0060999999999999995,0.06,-25551886437336.72,26.02,-743146.01,-2856157.0,0.07,0.01,0.45,0.03
CDRE,-7.24,0.0060999999999999995,0.06,-25551886437336.72,26.02,-743146.01,-2856157.0,0.07,0.01,0.45,0.03
BSAC,0.1,0.0683,0.01,-244979828353124.9,15.75,-520000.05,-3301687.9999999995,0.05,113.54,0.06,0.42
BSAC,0.1,0.0683,0.01,-244979828353124.9,15.75,-520000.05,-3301687.9999999995,0.05,113.54,0.06,0.42
ZEUS,-5.8,0.08470000000000001,0.04,-10071359496956.2,35.16,-909189.02,-2585962.0,0.05,0.31,0.04,0.05
ATAI,3.69,0.0629,-0.72,-17998146816749.17,3.55,-112279.3,-3162897.0,-0.79,-0.29,17.3,-8.24
ATAI,3.69,0.0629,-0.72,-17998146816749.17,3.55,-112279.3,-3162897.0,-0.79,-0.29,17.3,-8.24
AXON,6.68,0.0827,0.0,-450726486022987.5,188.83,-6583062.44,-3486337.9999999995,0.0,-0.0,0.85,-0.07
AXON,6.68,0.0827,0.0,-450726486022987.5,188.83,-6583062.44,-3486337.9999999995,0.0,-0.0,0.85,-0.07
ZIM,-5.01,0.034300000000000004,0.14,-127219925506634.84,19.4,-1072789.2,-5529941.0,0.2,2.02,0.56,0.43
BAM,-7.12,0.0567,0.01,-4011257846564836.0,45.13,-2557874.0,-5667891.0,0.01,0.06,0.26,0.05
BAM,-7.12,0.0567,0.01,-4011257846564836.0,45.13,-2557874.0,-5667891.0,0.01,0.06,0.26,0.05
ABOS,4.24,0.0378,-0.56,-34338462196956.99,5.6,-848485.49,-15151626.999999998,-0.65,-0.44,23.73,-inf
VSTA,3.34,0.0681,-0.01,-6192349798597.49,4.08,-327419.28,-8025082.000000001,-0.01,-0.35,0.4,-0.13
BKSY,3.64,0.028900000000000002,-0.46,-30062565717047.72,1.78,-258901.15,-14545107.999999998,-0.75,-1.19,5.42,-7.21
BKSY,3.64,0.028900000000000002,-0.46,-30062565717047.72,1.78,-258901.15,-14545107.999999998,-0.75,-1.19,5.42,-7.21
APPH,3.48,0.0337,-0.69,-14410223988233.4,0.8662,-142754.64,-16480663.0,-1.08,-1.9,2.83,-18.36
BIMI,3.4,0.1673,-0.46,-1127966133662.74,0.2376,-30846.81,-12982764.0,-1.12,-4.03,0.22,-1.29
BIMI,3.4,0.1673,-0.46,-1127966133662.74,0.2376,-30846.81,-12982764.0,-1.12,-4.03,0.22,-1.29
ARVL,3.03,0.0024,-0.41,-45929265275021.08,0.33,-72151.05,-21864055.0,-0.44,-5.25,11.04,-inf
AAME,-7.51,0.0443,0.01,-8585386441507.59,2.89,-421294.22,-14577754.999999998,0.01,0.07,0.5,0.02
AVAL,0.05,0.0861,0.01,-392776808173262.5,2.33,-352566.57,-15131712.0,0.04,1270.44,0.06,0.17
AVAL,0.05,0.0861,0.01,-392776808173262.5,2.33,-352566.57,-15131712.0,0.04,1270.44,0.06,0.17
TRIN,-6.29,0.0158,-0.02,-54463218267689.59,10.59,-1999538.08,-18881479.0,-0.74,0.46,1.46,1.73
APCX,4.37,0.011000000000000001,-29.45,-40745183091188.74,0.983,-359336.65,-36555202.0,-71.9,-0.71,0.0,-223.97
VAL,5.08,0.0067,-0.54,-7288573682296093.0,66.22,-97180982.43,-146754830.0,-0.77,-0.91,1.44,-3.65
TSHA,4.81,0.078,-99.46,-113267359799964.5,2.35,-2944005.15,-125276914.99999999,10.57,-1.93,2.88,-inf
AERC,7.42,0.042800000000000005,-64.41,-181481673295873.9,3.41,-13090515.69,-383886191.0,-0.34,-0.17,12.99,-12.85
ABNB,9.8,0.0027,-0.14,-1.032573226715495e+17,101.0,-297722541.32,-294774893.0,-0.28,-0.01,0.95,-0.06
AGTC,4.99,0.1008,-0.49,-50267473880959.66,0.3936,-1172731.03,-297950057.0,-0.69,-4.09,1.84,-212.13
VALN,7.71,0.011000000000000001,-0.06,-2912540054176545.5,14.1555,-55501374.02,-392083559.0,-0.1,-0.1,0.94,-0.21
XM,6.29,0.0019,-0.58,-9103306853635376.0,10.51,-61797360.3,-587986402.0,0.05,-0.18,0.99,-0.98
WF,0.13,0.0414,0.01,-1689968268225578.2,29.38,-6963600.16,-23701939.0,0.02,362.96,0.02,0.29
AAOI,6.61,0.0556,-0.1,-456258521686643.25,2.32,-16714235.75,-720441296.0,-0.12,-0.86,0.32,-0.26
ANEB,9.08,0.0953,-0.73,-527667831681515.25,2.65,-22603421.42,-852959399.0,-0.75,-0.11,28.39,-inf
VET,-11.14,0.1384,-0.03,-5.373629478069726e+16,19.27,-331092389.28,-1718175447.0,-0.03,0.37,0.01,0.61
WULF,7.68,0.1446,-0.4,-1809515414873740.5,0.8904,-18099442.99,-2032731792.0000002,-0.46,-1.41,0.95,-inf
BTN,-12.02,0.11800000000000001,-0.04,-2144966123901247.2,2.54,-116101008.06,-4570905929.0,-0.06,0.38,0.62,0.66
BTN,-12.02,0.11800000000000001,-0.04,-2144966123901247.2,2.54,-116101008.06,-4570905929.0,-0.06,0.38,0.62,0.66
ABCL,-13.99,0.035699999999999996,0.04,-1.7247156889858835e+17,12.71,-612511404.53,-4819129955.0,0.03,0.04,3.95,0.41
AEI,7.02,0.053099999999999994,-0.21,-1417187281816008.8,0.2159,-19643568.35,-9098456955.0,-0.24,-6.63,4.14,-5.22
TLYS,-13.01,0.0821,0.06,-2.3154048513691856e+16,9.88,-978636425.69,-9905227081.0,0.09,0.21,0.31,0.08
APO,-16.16,0.11359999999999999,0.04,-4.1388834401625866e+18,68.25,-6898139066.94,-10107163568.0,0.04,0.04,0.78,0.32
AADI,10.03,0.0015,-0.54,-3.9417765597937384e+16,13.4,-1886559088.63,-14078799269.0,0.3,-0.39,9.76,-98.29
